city,country,lat,lng
Tonbridge,GB,51.1987,0.2764
Zacatelco,MX,19.2167,-98.2333
Paravurkambolam,IN,8.81,76.6702
Pereslavl'-Zalesskiy,RU,56.7333,38.85
Stanton,US,33.8003,-117.9935
Shibata,JP,38.0566,140.7658
Voghera,IT,44.9925,9.0092
Armavir,AM,40.15,44.04
San Jose de Las Matas,DO,19.33,-70.93
Abrego,CO,8.0,-73.2
San Fernando,PH,13.5661,123.1422
Dzhankoi,UA,45.7086,34.3933
Dabola,GN,10.75,-11.1167
Sovetsk,RU,55.0808,21.8864
Kampung Baharu Nilai,MY,2.8033,101.7972
Su-ngai Kolok,TH,6.0333,101.9667
Bahharet Oulad Ayyad,MA,34.7702,-6.3047
Nantun,CN,38.0619,114.6365
Vengat,IN,11.8828,75.5351
Santa Maria da Vitoria,BR,-13.3978,-44.1978
Cinarcik,TR,40.6333,29.1167
Ciampino,IT,41.8,12.6
Aketi,CD,2.7333,23.75
Koge,DK,55.46,12.1834
Schio,IT,45.7111,11.3556
Leyland,GB,53.6903,-2.6992
Phatthalung,TH,7.5,100.0
Ibusuki,JP,31.2528,130.6331
Champerico,GT,14.293,-91.914
Yuzhnoukrainsk,UA,47.8217,31.175
Leribe,LS,-28.8734,28.0416
Santa Pola,ES,38.1897,-0.5556
Ban Na Pa,TH,13.3986,101.0077
Westerville,US,40.1241,-82.921
Sungandiancun,CN,36.2221,115.3246
Vangaindrano,MG,-23.3498,47.6047
Komotini,GR,41.1219,25.4042
Strangnas,SE,59.3833,17.0333
Achaguas,VE,7.7667,-68.2333
Khalkhal,IR,37.6147,48.5314
Glenrothes,GB,56.198,-3.178
Alingsas,SE,57.9333,12.5167
Santa Clara del Cobre,MX,19.405,-101.638
Barda,AZ,40.3831,47.1186
Belize City,BZ,17.4986,-88.1886
Kline,XK,42.6217,20.5778
Wheeling,US,42.1308,-87.924
Havza,TR,40.9667,35.6667
San Adrian de Besos,ES,41.4285,2.223
Atlantic City,US,39.3797,-74.4527
San Andres,PH,13.5961,124.0992
Caibarien,CU,22.5158,-79.4722
Nishiwaki,JP,34.9903,134.9722
Phenix City,US,32.4585,-85.0253
Calexico,US,32.6849,-115.4944
Rosario,BR,-2.9339,-44.235
Sarikishty,TJ,38.4667,68.7
La Union,GT,14.9667,-89.2833
Al Ghizlaniyah,SY,33.3967,36.4549
San Felipe Orizatlan,MX,21.1719,-98.6064
Ingeniero Pablo Nogues,AR,-34.4667,-58.7667
Emir Abdelkader,DZ,36.75,5.8333
Maasin,PH,10.88,122.43
Coto Brus,CR,8.889,-82.9092
Chichaoua,MA,31.5333,-8.7667
Mahadeopur,IN,18.7316,79.9837
Winter Springs,US,28.6889,-81.2703
Urbana,US,40.1107,-88.1973
Szczecinek,PL,53.7167,16.6833
Minas,UY,-34.3667,-55.2333
Saronno,IT,45.6255,9.037
Tulun,RU,54.5667,100.5667
Shrewsbury,US,42.2842,-71.7154
Olutanga,PH,7.3106,122.8464
Mechanicsville,US,37.6263,-77.3561
Joue-les-Tours,FR,47.3514,0.6625
Lanyi,CN,38.7048,111.5601
Sanjiang,CN,26.6764,109.1918
Buug,PH,7.7286,123.0608
Chorley,GB,53.653,-2.632
Chacabuco,AR,-34.6333,-60.4667
Sibate,CO,4.4908,-74.2594
Melmadai,IN,9.9264,78.1503
Buchireddipalem,IN,14.538,79.875
Shijiazhuangnan,CN,37.9383,114.4453
Qiaotouyi,CN,28.4114,112.927
Daraw,EG,24.4003,32.9306
Herne Bay,GB,51.37,1.13
Vredenburg,ZA,-32.9064,17.9958
Kaka,TM,37.35,59.6
Shevgaon,IN,19.35,75.2333
Fribourg,CH,46.8,7.15
Miyoshidai,JP,35.8284,139.5265
Wesseling,DE,50.8167,6.9667
Nindiri,NI,12.0047,-86.1194
Bougara,DZ,36.5333,3.0833
Misawa,JP,40.6831,141.3691
Waregem,BE,50.8833,3.4167
Xiaguanying,CN,35.9427,104.1717
Marcianise,IT,41.0333,14.3
Kizilyurt,RU,43.2167,46.8667
Oleiros,ES,43.3333,-8.3166
Patnongon,PH,10.9142,121.9947
Itaitinga,BR,-3.9694,-38.5281
Novo Horizonte,BR,-21.4678,-49.2208
Greven,DE,52.0917,7.6083
Wilrijk,BE,51.1667,4.3833
Nigel,ZA,-26.4203,28.4683
Bayan,CN,36.1064,102.2547
Bridgwater,GB,51.128,-2.993
Chikodi,IN,16.4255,74.587
Samal,PH,14.7678,120.5431
Chuangjian,CN,29.1558,112.2456
La Quinta,US,33.6536,-116.2785
Khairtal,IN,27.8346,76.6388
Mmabatho,ZA,-25.85,25.6333
Iturama,BR,-19.7278,-50.1958
Wokingham,GB,51.4102,-0.8432
Azzano,IT,42.8167,12.4833
Sama,ES,43.3,-5.6833
Funes,AR,-32.9167,-60.8167
Maule,CL,-35.5333,-71.7
Taki,IN,22.59,88.92
Laur,PH,15.5797,121.1864
Siyang,CN,27.2116,108.7463
Am-Timan,TD,11.0333,20.2833
Maibara,JP,35.3167,136.2833
Antsohihy,MG,-14.8661,47.9834
Ciudad del Plata,UY,-34.7667,-56.3806
Xiushui,TW,24.0356,120.5037
Yugorsk,RU,61.3167,63.3333
Ibara,JP,34.6,133.4667
East Point,US,33.6696,-84.4701
Brasschaat,BE,51.2914,4.495
Citta di Castello,IT,43.4574,12.2403
Pitangueiras,BR,-21.0094,-48.2217
Kerava,FI,60.4,25.1
Georgetown,US,38.2247,-84.5487
Americo Brasiliense,BR,-21.7361,-48.1114
Bishops Stortford,GB,51.872,0.1725
Xico,MX,19.417,-97.0
Mechelen-aan-de-Maas,BE,50.9967,5.7025
Furstenfeldbruck,DE,48.1778,11.2556
Borbon,PH,10.83,124.0
Backnang,DE,48.9464,9.4306
Naushahro Firoz,PK,26.85,68.1333
Porur,IN,13.0356,80.1582
Izobil'nyy,RU,45.3667,41.7167
Pallipram,IN,11.15,75.9
Oeiras,BR,-7.025,-42.1308
Tayasan,PH,9.92,123.15
Zacualtipan,MX,20.65,-98.65
Fereydun Kenar,IR,36.685,52.5208
Karuvambram,IN,11.0158,76.1131
Clovis,US,34.4376,-103.1923
Matozinhos,BR,-19.5578,-44.0814
Selcuk,TR,37.95,27.3667
Choybalsan,MN,48.0706,114.5228
Bradford,CA,44.1167,-79.5667
Cananea,MX,30.9819,-110.3006
Brejo da Madre de Deus,BR,-8.1458,-36.3708
Campbell River,CA,50.0244,-125.2475
Navgilem,TJ,40.1333,70.65
Vavuniya,LK,8.7514,80.4971
Quba,AZ,41.3611,48.5134
Entre Rios,BR,-11.9419,-38.0839
Orange,AU,-33.2833,149.1
San German,CU,20.6011,-76.1325
Shankarpur Khawas,IN,25.2016,87.1496
Shengang,TW,24.1648,120.4886
Sabang,ID,5.8942,95.3192
Veghel,NL,51.6169,5.5481
Savelugu,GH,9.6244,-0.8253
Thakraha,IN,26.7419,84.2562
San Mateo,VE,10.2133,-67.4225
Mapandan,PH,16.026,120.454
Prokuplje,RS,43.2339,21.5861
Guajara-Mirim,BR,-10.7828,-65.3394
Portel,BR,-1.9358,-50.8208
Dubrajpur,IN,23.8,87.38
Bangar,PH,16.9,120.42
Bautzen,DE,51.1814,14.4242
Steyr,AT,48.0333,14.4167
Riviera Beach,US,26.7813,-80.0741
Cheltenham,US,40.0781,-75.1382
Livramento de Nossa Senhora,BR,-13.6428,-41.8408
Franconville,FR,48.9889,2.2314
Mantingan,ID,-7.3682,111.1644
Hot Springs,US,34.4892,-93.0501
Saint-Martin-d'Heres,FR,45.1672,5.7653
Shambhunath,NP,26.6316,86.6951
Sun City,US,33.6165,-112.2819
Adelanto,US,34.5814,-117.4397
Gudarah,AF,34.8169,69.0878
Aristobulo del Valle,AR,-27.1167,-54.9167
Zhongdong Shequ,CN,22.8317,107.8331
Malgobek,RU,43.5,44.75
Rudsar,IR,37.1444,50.2936
Abu Qir,EG,31.3167,30.0667
Clifton Park,US,42.8587,-73.8242
Gurais,IN,34.6333,74.8333
Chartres,FR,48.456,1.484
San Pedro Jocopilas,GT,15.0953,-91.1508
Bagabag,PH,16.6044,121.2521
Dengtangcun,CN,23.6821,116.5259
Tlapa de Comonfort,MX,17.5461,-98.5764
Yamen,CN,22.2999,113.0585
Northglenn,US,39.9108,-104.9783
Portage,US,41.5856,-87.1797
Holyoke,US,42.2125,-72.6411
San Juan Cancuc,MX,16.9333,-92.3833
Qaratog,TJ,38.55,68.2833
Goribidnur,IN,13.6111,77.5167
Kenieran,GN,11.1167,-8.9333
Ali Sabieh,DJ,11.15,42.7167
Hajin,SY,34.6951,40.8314
Urena,VE,7.9183,-72.4467
Sampues,CO,9.1833,-75.3833
Srinagar,IN,30.22,78.78
Raalte,NL,52.3828,6.2828
Puri,AO,-7.6833,15.6
Volodymyrivka,UA,50.8481,24.3222
Rusape,ZW,-18.5367,32.1247
Itabirito,BR,-20.2528,-43.8008
Shakhtinsk,KZ,49.71,72.5872
Pedro II,BR,-4.4338,-41.4534
Bitterfeld,DE,51.6167,12.3167
Dhanera,IN,24.52,72.02
Guayacanes,DO,18.4186,-69.4582
Obala,CM,4.1667,11.5333
Myrhorod,UA,49.9667,33.6
Lewiston,US,44.0915,-70.1681
Swidnik,PL,51.2167,22.7
Giyon,ET,8.5333,37.9667
Luuk,PH,5.9676,121.3133
Celje,SI,46.2358,15.2675
Gampola,LK,7.1643,80.5696
Ameca,MX,20.5486,-104.0431
Namlea,ID,-3.25,127.0833
Tlalixcoyan,MX,18.8031,-96.0611
Cerveteri,IT,42.0075,12.105
Dibulla,CO,11.2667,-73.3
Gaspar Hernandez,DO,19.62,-70.28
Pen,IN,18.75,73.08
Tumba,SE,59.2,17.8167
Rtishchevo,RU,52.2667,43.7667
Warendorf,DE,51.9539,7.9933
Bangkinang,ID,0.35,101.0333
Yacha,CN,19.2253,109.4512
Mateus Leme,BR,-19.9858,-44.4278
Guira de Melena,CU,22.8019,-82.5047
Santaluz,BR,-11.2558,-39.375
Koboko,UG,3.41,30.96
Tupelo,US,34.2692,-88.7318
Al Bayda',YE,13.979,45.574
Al Qaryatayn,SY,34.2296,37.2407
Pentecoste,BR,-3.7928,-39.27
Montclair,US,34.0715,-117.6981
Hilton Head Island,US,32.1896,-80.7499
Cheyyar,IN,12.662,79.5435
Pathanamthitta,IN,9.2648,76.787
Mahanoro,MG,-19.899,48.8113
Kastel Stari,HR,43.55,16.35
Teijlingen,NL,52.2167,4.4833
Nove Zamky,SK,47.9831,18.1728
Tuttlingen,DE,47.985,8.8233
Ohangaron,UZ,40.9061,69.6444
Patia,CO,2.1667,-77.0833
Kalamata,GR,37.0378,22.1111
Galloway,US,39.4914,-74.4803
Sillanwali,PK,31.825,72.5389
San Antonio de Padua,AR,-34.6667,-58.7
Savigny-sur-Orge,FR,48.6797,2.3457
Charaut,IN,26.5322,85.7942
Winchester,US,36.1365,-115.137
Arnold,GB,53.005,-1.127
Kwidzyn,PL,53.7358,18.9308
Afua,BR,-0.1569,-50.3869
Santo Domingo,PH,13.235,123.7769
Romny,UA,50.75,33.4667
Rani,IN,25.5564,85.9021
Marantao,PH,7.95,124.233
Beigang,TW,23.5667,120.3
Villagarcia de Arosa,ES,42.5977,-8.7632
Long Eaton,GB,52.898,-1.271
Belleville,US,40.795,-74.1617
Prince Albert,CA,53.2,-105.75
Rome,US,34.2662,-85.1863
Guzelbahce,TR,38.3356,26.8911
Central Islip,US,40.7836,-73.1945
Jalapa,MX,17.7,-92.8
Fuquay-Varina,US,35.5953,-78.7778
Manali,IN,13.1667,80.2667
Karuhatan,PH,14.6883,120.9761
Mixquiahuala de Juarez,MX,20.2311,-99.2131
Mamun,IN,32.2824,75.6983
Haedo,AR,-34.65,-58.6
Kolchugino,RU,56.3167,39.3667
Coondapoor,IN,13.6313,74.6902
Hanumannagar,NP,26.5394,86.7483
Mombaca,BR,-5.7428,-39.6278
Gomoh,IN,23.8735,86.1516
Don Benito,ES,38.9545,-5.8617
Susurluk,TR,39.9139,28.1603
Matina,CR,10.0099,-83.3096
San Marcelino,PH,14.9742,120.1573
Evans,US,33.5619,-82.1351
Aklera,IN,24.42,76.57
Umi,JP,33.5675,130.5111
Jacunda,BR,-4.4508,-49.1158
Rio Negrinho,BR,-26.2539,-49.5178
Melchor Ocampo,MX,19.7083,-99.1444
Povazska Bystrica,SK,49.1167,18.45
Mizunami,JP,35.3618,137.2545
Yoloten,TM,37.3,62.35
Falavarjan,IR,32.5558,51.5106
Satana,IN,20.5797,74.216
Tokai,JP,36.473,140.5661
Tonzang,MM,23.6,93.7
Custodia,BR,-8.0875,-37.6431
Basavana Bagevadi,IN,16.5728,75.9725
Massape,BR,-3.5228,-40.3428
Dogansehir,TR,38.0958,37.8792
Thonon-les-Bains,FR,46.3627,6.475
Drean,DZ,36.6833,7.75
Machado,BR,-21.675,-45.92
Ksour Essaf,TN,35.43,10.98
Basista,PH,15.8524,120.3976
Sanchahe,CN,36.378,106.0869
Les Abricots,HT,18.649,-74.3079
Tiete,BR,-23.1019,-47.715
Venlo,NL,51.37,6.1681
Huzurabad,IN,18.2,79.42
Yanqi,CN,42.0586,86.5683
Benjamin Constant,BR,-4.3755,-70.0318
Attingal,IN,8.68,76.83
Kolongo-Bozo,ML,13.8806,-5.6861
Kirkagac,TR,39.1056,27.6733
Hatta,IN,24.1341,79.6012
Malbork,PL,54.0333,19.0333
Bom Jardim,BR,-7.7958,-35.5869
Jeremoabo,BR,-10.0669,-38.35
Monte Plata,DO,18.81,-69.79
Stirling,GB,56.1166,-3.9369
Shenghu,TW,24.5961,121.8511
Su'ao,TW,24.5961,121.8511
Rio Brilhante,BR,-21.8019,-54.5458
Malavalli,IN,12.38,77.08
Salto del Guaira,PY,-24.0625,-54.3069
Lampa,CL,-33.2833,-70.9
La Ciotat,FR,43.1769,5.6086
Barra de Sao Francisco,BR,-18.755,-40.8908
Sirinhaem,BR,-8.5908,-35.1158
Annemasse,FR,46.1958,6.2364
New Albany,US,38.309,-85.8234
Boleslawiec,PL,51.2667,15.5667
Bartlesville,US,36.7365,-95.9456
Rio Branco do Sul,BR,-25.19,-49.3139
Barrancas,CO,11.0,-72.75
Kranj,SI,46.2333,14.3667
Monrovia,US,34.165,-117.9921
Bamendjou,CM,5.4,10.3167
Villaflores,MX,16.2355,-93.2677
Pleasant Grove,US,40.3716,-111.7412
Carpentersville,US,42.1227,-88.2896
Mira,IT,45.4375,12.1329
Volkhov,RU,59.9167,32.3
Kisii,KE,-0.6698,34.7675
Kahrizak,IR,35.5169,51.3603
Pacifica,US,37.6113,-122.4782
South Miami Heights,US,25.5886,-80.3862
Bletchley,GB,51.994,-0.732
Tuxpan,MX,19.5539,-103.3756
Atalaia,BR,-9.5019,-36.0228
Phonsavan,LA,19.46,103.18
El Bordo,CO,2.1667,-77.0833
Allahabad,PK,28.9333,70.9667
Pokrov,UA,47.6533,34.0842
Turiacu,BR,-1.6628,-45.3719
Ma`arratmisrin,SY,36.0115,36.6718
Itaqui,BR,-29.1253,-56.5531
Ceska Lipa,CZ,50.6886,14.5386
Oregon City,US,45.3418,-122.5924
Tambulig,PH,8.07,123.5372
Bonito,BR,-8.47,-35.7289
Leighton Buzzard,GB,51.9165,-0.6617
Tabount,MA,30.88,-6.91
Paracho de Verduzco,MX,19.65,-102.0667
Souma,DZ,36.5183,2.9053
San Carlos,NI,11.1333,-84.7833
La Union,SV,13.3369,-87.8439
San Andres,PH,13.3231,122.6761
Beckum,DE,51.755,8.0403
Oras,PH,12.1414,125.4392
San Antonio,PH,14.9486,120.0864
Donji Kakanj,BA,44.1311,18.0972
Cansancao,BR,-10.6708,-39.4978
Porteirinha,BR,-15.7428,-43.0278
Santa Rosa de Osos,CO,6.65,-75.4667
Samobor,HR,45.8011,15.711
Sarangpur,IN,23.57,76.47
Sandur,IN,15.1,76.55
Kanigiri,IN,15.4,79.5167
Kerou,BJ,10.825,2.1094
Aguilas,ES,37.4042,-1.5819
Magallanes,PH,12.8283,123.8344
Airdrie,GB,55.86,-3.98
Gorinchem,NL,51.8306,4.9742
Ambatofinandrahana,MG,-20.5509,46.803
Trou du Nord,HT,19.6167,-72.0244
La Puente,US,34.0323,-117.9533
Shiji,CN,22.212,112.8632
Agudos,BR,-22.4739,-48.9836
Santiago Nonualco,SV,13.5167,-88.95
Mabuhay,PH,7.4176,122.837
Jaito,IN,30.4509,74.8829
Phulbani,IN,20.47,84.23
Progreso,MX,21.28,-89.67
Bayur,ID,-0.261,100.222
Conchagua,SV,13.3,-87.8667
Greenfield,US,42.9619,-88.0052
Grimbergen,BE,50.9333,4.3833
Villa Gonzalez,DO,19.5333,-70.7833
Eboli,IT,40.6169,15.0564
Mullaittivu,LK,9.2833,80.8
Fengguangcun,CN,23.9062,116.6984
Morsi,IN,21.318,78.0095
Foothill Farms,US,38.6867,-121.3475
Besni,TR,37.6942,37.8614
Bucha,UA,50.5464,30.235
Sitangkai,PH,4.6615,119.3919
Luna,PH,16.85,120.38
Ataq,YE,14.5364,46.8331
Santa Cruz,BR,-6.2289,-36.0228
Yuzhnouralsk,RU,54.45,61.25
Krasnoufimsk,RU,56.6167,57.7722
Al Hashimiyah,IQ,32.3744,44.6569
Bagua Grande,PE,-5.7572,-78.4453
Sanankoroba,ML,12.3975,-7.9394
Sandino,CU,22.0815,-84.204
Lahar,IN,26.194,78.9414
Falun,SE,60.613,15.647
Dajiecun,CN,36.296,115.2057
Sao Manuel,BR,-22.7308,-48.5708
Pilibangan,IN,29.4888,74.0748
Tibu,CO,8.65,-72.7333
Mariano Escobedo,MX,18.9167,-97.1333
Goygol,AZ,40.5858,46.3189
Cloppenburg,DE,52.85,8.05
Mission Bend,US,29.6948,-95.6658
Port Talbot,GB,51.5906,-3.7986
Zvenigorod,RU,55.7333,36.85
Tooele,US,40.5393,-112.3082
Landgraaf,NL,50.9083,6.0297
Coesfeld,DE,51.95,7.1667
Gajendragarh,IN,15.7363,75.9698
Lydenburg,ZA,-25.096,30.446
Estero,US,26.4276,-81.7951
Jale,IN,26.38,85.72
Midlothian,US,32.4669,-96.989
Paravur Tekkumbhagam,IN,8.811,76.669
Gangshangcun,CN,38.0469,114.6904
Jelilyuzi,CN,43.9749,81.5328
Mankayan,PH,16.8567,120.7933
Molndal,SE,57.6542,12.0139
Sidi Ali,DZ,36.1047,0.4233
Andilamena,MG,-17.0131,48.572
Katsuragi,JP,34.4892,135.7264
Melgar,CO,4.2039,-74.6428
Protvino,RU,54.8833,37.2167
Vettur,IN,8.7178,76.7444
Comapa,GT,14.1167,-89.9167
Arroyomolinos,ES,40.2667,-3.9
Salvatierra,MX,20.2156,-100.8961
Cedar City,US,37.6834,-113.0956
Rukungiri,UG,-0.79,29.925
Mangai,CD,-4.0499,19.5333
Chunar,IN,25.13,82.9
Moerdijk,NL,51.7031,4.6314
Wangsicun,CN,37.9998,116.9224
Tunzi,CN,35.5753,107.3694
Leavenworth,US,39.3239,-94.924
Laindon,GB,51.574,0.4181
Erding,DE,48.2833,11.9
Moncada,ES,41.4872,2.1878
Ratia,IN,29.6833,75.575
Kadiyam,IN,16.9167,81.8333
Copperas Cove,US,31.1192,-97.914
Ciudad Manuel Doblado,MX,20.7303,-101.9533
Formia,IT,41.2564,13.6069
Sao Caitano,BR,-8.3258,-36.1428
Silves,PT,37.1833,-8.4333
Bantay,PH,17.5839,120.3908
Bahadurganj,IN,26.2617,87.8244
Imbatug,PH,8.3128,124.6873
Masyaf,SY,35.0653,36.3406
Obburdon,TJ,40.4278,69.3047
Qulsary,KZ,46.9833,54.0167
Binaqadi,AZ,40.4758,49.8222
Adjumani,UG,3.3772,31.7906
Qo`ng`irot Shahri,UZ,43.0521,58.846
Qunghirot,UZ,43.0497,58.8542
Languyan,PH,5.2667,120.0833
Pennsauken,US,39.9649,-75.0563
Sittard,NL,51.0,5.8667
Long Lama,MY,3.7667,114.4
Kalutara,LK,6.5869,79.9603
Redcar,GB,54.618,-1.069
Jagdispur,IN,25.4674,84.4204
Uthal,PK,25.8,66.6167
Vasylkiv,UA,50.1783,30.3158
Siribala,ML,14.0433,-6.1067
Chorkuh,TJ,39.9739,70.5822
Prijepolje,RS,43.5439,19.6514
Kearns,US,40.6519,-112.0095
Porsgrunn,NO,59.1419,9.6568
Safonovo,RU,55.1167,33.25
Sitalkuchi,IN,26.1697,89.1914
Tokar,SD,18.4333,37.7333
Pedreiras,BR,-4.5739,-44.5969
Pujali,IN,22.4601,88.134
Kalihati,BD,24.3833,89.9833
Santana,BR,-3.1439,-44.3258
Santo Antonio,BR,-29.8178,-50.52
Kampene,CD,-3.5968,26.6658
Mol,BE,51.1842,5.1156
Holstebro,DK,56.3595,8.6208
Lagkadas,GR,40.75,23.0667
Tucker,US,33.8436,-84.2024
Niksar,TR,40.5917,36.9517
Luga,RU,58.7333,29.8167
Beeston,GB,52.927,-1.215
Raisinghnagar,IN,29.5342,73.4477
Dargot,IN,31.2411,76.9358
Bentota,LK,6.4254,79.9948
Mandoto,MG,-19.5746,46.2888
Manazary,MG,-19.0482,46.8684
Granadero Baigorria,AR,-32.85,-60.7
Suhl,DE,50.6106,10.6931
Villeta,PY,-25.5123,-57.5647
Soriyankuppam,IN,11.787,79.731
Murtikuppam,IN,11.7902,79.7873
Manamedu,IN,11.812,79.6839
Seliyamedur,IN,11.8249,79.7532
Kuruvinattam,IN,11.7965,79.7328
Aranganur,IN,11.8316,79.7492
Parikkalpattu,IN,11.7928,79.7516
Karaiyamputtur,IN,11.8194,79.6498
Panaiyadikuppam,IN,11.8435,79.6518
Baishi Airikecun,CN,40.8748,80.3616
Santiago Sacatepequez,GT,14.6531,-90.6525
Dom Pedrito,BR,-30.9828,-54.6728
Sinsheim,DE,49.25,8.8833
Benslimane,MA,33.6167,-7.1167
Stara Gora,BA,43.7538,18.3689
Nakodar,IN,31.1275,75.4781
Nanshuicun,CN,22.0316,113.2358
Tabligbo,TG,6.5833,1.5
Shaxi,CN,22.3067,113.1469
Oswiecim,PL,50.0381,19.2214
Lunavada,IN,23.1333,73.6167
Wildomar,US,33.6173,-117.2582
Ban Doi Suthep,TH,18.7944,98.9142
Kalinkavichy,BY,52.125,29.3333
Shengli,CN,37.9842,106.1967
Port-Margot,HT,19.7518,-72.4301
Monatele,CM,4.2667,11.2
Campos Novos,BR,-27.4019,-51.225
Dalkola,IN,25.8767,87.8414
Moalboal,PH,9.95,123.4
Burriana,ES,39.8894,-0.0925
Bindki,IN,26.03,80.6
Martinez,US,37.9985,-122.1161
Kankuria,IN,24.6523,87.9604
Colon,VE,8.0378,-72.2519
Santa Ana,VE,7.6453,-72.2758
Swords,IE,53.4597,-6.2181
Guilderland,US,42.708,-73.9631
Chimboy Shahri,UZ,42.9295,59.782
San Martin de los Andes,AR,-40.1667,-71.35
Segrate,IT,45.49,9.2953
Basilisa,PH,10.0654,125.5968
San Enrique,PH,11.0697,122.6567
Kachkanar,RU,58.7,59.4833
Vavur,IN,11.2167,75.9083
Dubno,UA,50.3931,25.735
Small Heath,GB,52.4629,-1.8542
Grugliasco,IT,45.068,7.5776
Penticton,CA,49.4911,-119.5886
Dagua,CO,3.6667,-76.7
Manucan,PH,8.5161,123.0917
Musiri,IN,10.9333,78.45
Siyabuswa,ZA,-25.1167,29.05
Anosiala,MG,-18.7833,47.4167
Pathri,IN,19.25,76.45
Faraskur,EG,31.3297,31.7147
Hanover Park,US,41.9818,-88.1446
Cambrils,ES,41.0667,1.0583
San Miguel Chicaj,GT,15.1,-90.4
Sarzedo,BR,-20.035,-44.145
Six-Fours-les-Plages,FR,43.1009,5.82
Pylaia,GR,40.6,22.9833
Nowa Sol,PL,51.8,15.7167
Sagnay,PH,13.6039,123.5233
Kesavapuram,IN,8.4212,76.9996
Maddaloni,IT,41.0333,14.3833
Mahe,IN,11.7011,75.5367
Missao Velha,BR,-7.25,-39.1428
Muskogee,US,35.7432,-95.3567
Caimito,CU,22.9575,-82.5964
Marijampole,LT,54.5567,23.3544
Magsaysay,PH,9.02,125.18
Yayladagi,TR,35.9025,36.0606
Ipueiras,BR,-4.5419,-40.7189
Agogo,GH,6.8,-1.0833
Elixku,CN,38.7092,77.3706
Qaladizay,IQ,36.1811,45.1286
Uster,CH,47.3492,8.7192
Sao Fidelis,BR,-21.6458,-41.7469
Salima,MW,-13.7829,34.4333
Camberley,GB,51.335,-0.742
Kanie,JP,35.1322,136.7868
La Macarena,CO,2.1828,-73.7847
Sayula,MX,19.8667,-103.6167
Oakton,US,38.8887,-77.3016
Tuensang,IN,26.2716,94.8314
Mulavana,IN,8.9936,76.6765
Bellaa,MA,30.0314,-9.5542
Kona,ML,14.9467,-3.8933
Zaio,MA,34.9333,-2.7333
Manoli,IN,15.78,75.12
Zavolzhye,RU,56.65,43.4
Chippenham,GB,51.459,-2.116
Dargaz,IR,37.4425,59.1072
Rock Island,US,41.4699,-90.5827
Lakshmeshwar,IN,15.13,75.47
Koneurgench,TM,42.3333,59.15
Bugojno,BA,44.05,17.45
Taxisco,GT,14.0667,-90.4667
Vastervik,SE,57.75,16.6333
Houghton le Spring,GB,54.841,-1.468
San Jose,UY,-34.3333,-56.7167
Zira,IN,30.97,74.99
Wangtuan,CN,36.9145,105.85
Tsubata,JP,36.6692,136.7288
Richfield,US,44.8763,-93.2829
Karamadai,IN,11.2428,76.9617
Torres Novas,PT,39.4833,-8.5333
Mandaguari,BR,-23.5225,-51.6788
Esik,KZ,43.35,77.4667
Shatura,RU,55.5667,39.55
Teruel,ES,40.3436,-1.1072
Yasugicho,JP,35.4314,133.2508
Echirolles,FR,45.1436,5.7183
Or Yehuda,IL,32.0333,34.85
Enrile,PH,17.5622,121.7011
Michalovce,SK,48.7575,21.9183
Kambove,CD,-10.8764,26.5969
Yovon,TJ,38.3167,69.05
Xinpo,CN,21.6311,110.9747
Robertsganj,IN,24.7,83.07
Esquel,AR,-42.9,-71.3167
Ikongo,MG,-21.8789,47.435
Thana Bhawan,IN,29.5833,77.4167
Uryupinsk,RU,50.8,42.0167
La Presa,US,32.711,-117.0027
Pande,ID,-8.684,115.2264
Risalpur Cantonment,PK,34.0811,71.9725
Sitakund,BD,22.6216,91.6594
Sorel-Tracy,CA,46.0333,-73.1167
Lierre,BE,51.1311,4.5697
Ulan Hua,CN,41.53,111.7
Muhlhausen,DE,51.2167,10.45
Hojai,IN,26.0,92.87
Jose Bonifacio,BR,-21.0528,-49.6878
Brighton,US,43.1175,-77.5835
Matan,CN,30.5731,113.3342
Saint-Raphael,FR,43.4252,6.7684
Rosario do Sul,BR,-30.2578,-54.9139
Belalcazar,CO,2.6547,-75.9928
Natick,US,42.2847,-71.3497
Esch-sur-Alzette,LU,49.4969,5.9806
Whitley Bay,GB,55.0456,-1.4443
Aurora,PH,16.9918,121.6357
Las Navas,PH,12.34,125.032
Demirci,TR,39.045,28.6581
Vitrolles,FR,43.46,5.2486
Kannan,JP,35.0889,138.9534
Makan,ZA,-25.605,27.91
South Valley,US,35.0093,-106.6819
Kadungutt,IN,11.0333,76.1
Kidangazhi,IN,11.0333,76.1
Rossano,IT,39.5667,16.6333
Mek'i,ET,8.15,38.8167
Cantanhede,PT,40.3464,-8.5942
Denton,GB,53.4554,-2.1122
Korkino,RU,54.9,61.4167
Bandhi,PK,26.5833,68.3
Schaffhausen,CH,47.6965,8.6339
Irbit,RU,57.6667,63.0667
Jaral del Progreso,MX,20.3667,-101.0667
Tienen,BE,50.8075,4.9372
Alekseyevka,RU,50.6333,38.7
Sao Joao da Barra,BR,-21.64,-41.0508
Zoumi,MA,34.8,-5.35
Kiryas Joel,US,41.3411,-74.1667
Sao Mateus do Sul,BR,-25.8739,-50.3828
Ebebiyin,GQ,2.15,11.3167
`Afrin,SY,36.5119,36.8695
Aguelmous,MA,33.15,-5.8333
Hilliard,US,40.0353,-83.1578
