client_city,client_country_code,server_city,server_country_code,distance
Tarawa,KI,Auckland,NZ,4231.61
Madrid,ES,Paris,FR,1052.95
Lagos,NG,Stavanger,NO,5829.01
Dallas,US,San Francisco Bay Area,US,2390.76
San Jose,CR,San José (Alajuela),CR,0.5
Culiacán,MX,Los Angeles,US,1483.93
Nairobi,KE,Miami,US,12772.56
London,GB,Zurich,CH,777.95
Sofia,BG,New Delhi,IN,5031.75
Dallas,US,Monterrey,MX,860.11
Manila,PH,Miami,US,14987.64
Rockhampton,AU,Melbourne,AU,1685.74
Ceduna,AU,Perth,AU,1680.15
Vienna,AT,Prague,CZ,252.84
Accra,GH,Vancouver,CA,11823.26
Rochester Mills,US,New York,US,427.51
Tegucigalpa,HN,Mexico City,MX,1401.16
South Windsor,AU,Sydney,AU,45.09
Juba,SS,Frankfurt am Main,DE,5458.9
Chicago,US,Montreal,CA,1207.95
Cobleskill,US,New York,US,225.19
Madrid,ES,Tokyo,JP,10788.54
Denver,US,New York,US,2622.58
Ashburn,US,Salt Lake City,US,2934.27
Pomborneit,AU,Sydney (Mascot),AU,865.22
Mexico City,MX,Miami,US,2066.14
Tbilisi,GE,Berlin,DE,2638.54
Ontario,CA,Newark,US,544.54
Manila,PH,Sydney,AU,6247.82
Galston,AU,Sydney (Mascot),AU,28.02
Fall River Mills,US,Las Vegas,US,754.28
Denver,US,Salt Lake City,US,610.43
Yenagoa,NG,Lisbon,PT,4052.68
Brussels,BE,Paris,FR,263.96
Picton,AU,Singapore,SG,4032.68
Nicosia,CY,Nairobi,KE,4051.96
Wauchope,AU,Sydney,AU,303.65
Miami,US,Nairobi,KE,12772.56
Vancouver,CA,Vancouver,CA,0.0
Benton,US,New York,US,1775.8
Bogotá,CO,Mexico City,MX,3171.87
San Juan,PR,Denver,US,4408.24
Milan,IT,Amsterdam,NL,829.66
Pago Pago,AS,Wellington,NZ,3307.39
Juba,SS,Johannesburg,ZA,3454.68
Seattle,US,Madrid,ES,8531.05
Santiago,CL,London,GB,11648.48
Sanaa,YE,Mumbai,IN,3073.88
Smethport,US,Washington,US,344.61
Majuro,MH,Omaha,US,9710.08
Salt Lake City,US,Chicago,US,2026.97
Minneapolis,US,Dublin,IE,6012.68
Benton,US,Montreal,CA,2017.42
Nairobi,KE,Doha,QA,3340.56
Perth,AU,Tokyo,JP,7892.42
Manila,PH,Dallas,US,13410.37
Sydney,AU,Seattle,US,12455.37
Ljubljana,SI,Omaha,US,8143.77
Jerusalem,IL,Frankfurt am Main,DE,2993.59
Tbilisi,GE,Frankfurt,DE,2919.38
Vancouver,CA,Sydney,AU,12484.1
Elmira,US,New York,US,286.97
Nairobi,KE,Cape Town,ZA,4089.91
Warsaw,PL,Prague,CZ,518.7
Kuala Lumpur,MY,Brussels,BE,10252.56
Highland,US,Atlanta,US,3014.3
Los Angeles,US,New York,US,3962.36
Salt Lake City,US,Dallas,US,1614.14
Rome,IT,Ljubljana,SI,489.69
Mbabane,SZ,Maputo,MZ,151.03
Greer,US,Lorain,US,722.39
Ashburn,US,Vancouver,CA,3759.87
Funafuti,TV,Auckland,NZ,3169.87
Otsego,US,Chicago,US,612.08
Suva,FJ,Sydney (Mascot),AU,3218.85
Tempe,US,San Francisco Bay Area,US,1067.03
Caracas,VE,Miami,US,2199.03
Creemore,CA,Newark,US,630.6
Luxembourg,LU,Frankfurt,DE,191.57
Seattle,US,Stavanger,NO,7277.26
Perth,AU,Dublin,IE,14884.85
Tempe,US,Tokyo,JP,9338.75
Stone Mountain,US,Columbus,US,693.69
Miami,US,Tokyo,JP,12015.19
Kuttabul,AU,Sydney,AU,1441.0
Nicosia,CY,Doha,QA,2058.62
Bogotá,CO,Dublin,IE,8133.31
Woodland,US,Newark,US,4036.77
Kigali,RW,Berlin,DE,6236.13
London,GB,Charleston,US,6564.64
Indian River,CA,Newark,US,1059.26
Toronto,CA,Dublin,IE,5258.7
Charlotte Amalie,VI,Miami,US,1777.13
Rome,IT,Miami,US,8354.57
Bandele,YT,Frankfurt am Main,DE,7837.62
Lula,US,Jacksonville,US,487.18
Seattle,US,Los Angeles,US,1535.37
Juba,SS,Lisbon,PT,5560.97
Kurrajong Heights,AU,Sydney (Mascot),AU,66.1
Lima,PE,Sao Paulo,BR,3455.23
Valletta,MT,Tunis,TN,401.54
Dallas,US,Madrid,ES,7970.55
Salt Lake City,US,New York,US,3184.75
Auckland,NZ,Paris,FR,18537.8
Perth,AU,London,GB,14469.9
Perth,AU,Charleston,US,18536.65
Lima,PE,Doha,QA,14446.91
London,GB,Berlin,DE,934.51
Miami,US,Brussels,BE,7460.25
Rome,IT,Warsaw,PL,1317.13
Abakaliki,NG,Las Vegas,US,12476.34
Yaounde,CM,Lagos,NG,945.93
Cayenne,GF,Bogota,CO,2411.84
Vancouver,CA,Charleston,US,3989.35
Yenagoa,NG,Sao Paulo,BR,6547.49
Seattle,US,Omaha,US,2195.0
Sunbury,US,Newark,US,221.18
Buenos Aires,AR,Sao Paulo,BR,1673.41
West Island,CC,Singapore,SG,1678.94
Marysville,AU,Sydney,AU,633.65
Paris,FR,Tel Aviv,IL,3282.15
Male,MV,Chennai,IN,1234.48
Abakaliki,NG,Paris,FR,4745.56
Atlantic Mine,US,Chicago,US,589.22
Yowrie,AU,Sydney,AU,302.95
Sydney,AU,San Francisco Bay Area,US,11933.17
Minneapolis,US,Frankfurt,DE,7066.66
Nicosia,CY,Marseille,FR,2565.01
St Fillans,AU,Melbourne,AU,730.1
Maroon,AU,Melbourne,AU,1287.39
Berlin,DE,Brussels,BE,652.67
Paris,FR,Lagos,NG,4700.91
Minneapolis,US,Paris,FR,6789.52
Milan,IT,Turin,IT,126.37
Kigali,RW,Maputo,MZ,2665.09
São Paulo,BR,Santiago,CL,2585.66
Phoenix,US,Miami,US,3190.09
Mexico City,MX,Toronto,CA,3264.9
Winnipeg,CA,Tokyo,JP,9004.03
Glass House Mountains,AU,Sydney,AU,789.52
Mexico City,MX,Amsterdam,NL,9229.6
Kununurra,AU,Sydney,AU,3015.13
Ashburn,US,Melbourne,AU,16349.2
Toronto,CA,Omaha,US,1395.84
Junction View,AU,Sydney (Mascot),AU,678.15
Culiacán,MX,Monterrey,MX,719.49
Yenagoa,NG,Stavanger,NO,5994.73
Seattle,US,Spokane,US,367.5
Brisbane,AU,Melbourne,AU,1373.11
Gold Coast,AU,Sydney (Mascot),AU,681.75
Montevideo,UY,Madrid,ES,9923.1
Clifton Springs,AU,Sydney (Mascot),AU,763.69
Salt Lake City,US,Omaha,US,1334.73
Rome,IT,Milan,IT,477.57
Kuala Lumpur,MY,Hamburg,DE,9838.88
Mexico City,MX,Florianopolis,BR,7534.64
Yenagoa,NG,Charleston,US,9367.62
Milan,IT,Warsaw,PL,1145.66
Toronto,CA,Dallas,US,1940.79
Cobden,AU,Sydney (Mascot),AU,883.08
Medellin,CO,Bogota,CO,237.81
Durham,CA,Toronto,CA,455.08
Lagos,NG,Washington,US,8733.57
Maxville,CA,Newark,US,510.08
Chicago,US,Columbus,US,446.14
Miami,US,Sao Paulo,BR,6548.63
Miami,US,Singapore,SG,16976.98
Athens,GR,Athens,GR,0.0
Montevideo,UY,Sao Paulo,BR,1562.16
Copenhagen,DK,Frankfurt,DE,672.32
Clare,AU,Sydney,AU,1165.36
Calgary,CA,Calgary,CA,0.0
Fortaleza,BR,Dallas,US,7338.38
Toronto,CA,Tunis,TN,7272.79
Ashburn,US,Madrid,ES,6130.81
Rio de Janeiro,BR,Sao Paulo,BR,357.94
Manila,PH,Mumbai,IN,5135.18
Kuala Lumpur,MY,Chennai,IN,2600.11
Toronto,CA,Frankfurt,DE,6344.08
Seoul,KR,Narita,JP,1207.41
Los Angeles,US,Calgary,CA,1913.9
Doha,QA,Dulles,US,11139.68
Los Angeles,US,Honolulu,US,4108.97
New Glasgow,CA,Toronto,CA,1339.86
Santiago,CL,Miami,US,6631.82
Queenscliff,AU,Sydney (Mascot),AU,11.98
Ashburn,US,San Francisco Bay Area,US,3889.82
Manila,PH,Tokyo,JP,2994.83
Toronto,CA,Vancouver,CA,3363.5
San José,CR,San Francisco Bay Area,US,4917.54
Winnipeg,CA,Seattle,US,1859.46
Berlin,DE,Dallas,US,8394.75
Benjamin Constant,BR,Bogota,CO,1100.65
Tokyo,JP,Tel Aviv,IL,9182.44
Fredericton,CA,Sydney,AU,16556.81
Tempe,US,Denver,US,947.56
Tunkhannock,US,New York,US,193.97
Mullumbimby,AU,Sydney (Mascot),AU,629.03
Miami,US,Los Angeles,US,3777.78
Lima,PE,London,GB,10161.57
Denver,US,Calgary,CA,1443.67
San Jose,US,New York,US,4117.14
Canberra,AU,Sydney,AU,247.41
Rome,IT,New York,US,6902.5
Atlanta,US,Brussels,BE,7105.91
Valletta,MT,Frankfurt am Main,DE,1647.61
London,GB,Athens,GR,2395.03
Cowansville,US,Reisterstown,US,284.9
Doha,QA,Frankfurt,DE,4580.86
London,GB,Chicago,US,6377.21
Fortaleza,BR,Warsaw,PL,8332.7
Nicosia,CY,Athens,GR,916.65
Hop Bottom,US,Toronto,CA,371.99
Dallas,US,Amsterdam,NL,7915.4
Toronto,CA,Paris,FR,6011.25
Dublin,IE,Melbourne,AU,17213.04
Melbourne,AU,Chicago,US,15563.01
Mexico City,MX,Las Vegas,US,2440.26
Upper Coomera,AU,Sydney (Mascot),AU,696.24
New York,US,Prague,CZ,6584.85
Wikwemikong,CA,Toronto,CA,294.93
Los Angeles,US,Monterrey,MX,1976.89
Abakaliki,NG,Lagos,NG,523.44
Lagos,NG,Toronto,CA,8935.83
Paris,FR,Brussels,BE,263.96
Rutherglen,AU,Melbourne,AU,236.53
Santo Domingo,DO,Frankfurt,DE,7645.52
Sydney,AU,Washington,US,15712.09
Mogadishu,SO,Johannesburg,ZA,3637.05
Zagreb,HR,Podgorica,ME,457.63
Curra,AU,Sydney (Mascot),AU,874.63
Berlin,DE,Madrid,ES,1871.4
London,CA,Toronto,CA,173.86
Hagatna,GU,Narita,JP,2510.0
Tete,MZ,Maputo,MZ,1085.44
Paris,FR,Berlin,DE,879.69
Male,MV,Singapore,SG,3382.69
Buenos Aires,AR,Paris,FR,11025.14
London,GB,Brussels,BE,321.73
Punxsutawney,US,Washington,US,281.37
Mexico City,MX,Paris,FR,9210.29
Lagos,NG,Portland,US,12156.5
Kuala Lumpur,MY,Chicago,US,14931.22
Milan,IT,Dallas,US,8587.74
St Fillans,AU,Sydney,AU,213.26
Abakaliki,NG,Madrid,ES,3956.27
Gitega,BI,Johannesburg,ZA,2528.37
Meadow Flat,AU,Sydney,AU,129.07
Nairobi,KE,Hamburg,DE,6566.5
Yenagoa,NG,Brussels,BE,5093.39
Honiara,SB,Auckland,NZ,3384.17
Lewisburg,US,New York,US,1268.26
São Paulo,BR,Denver,US,9253.04
Tokyo,JP,Amsterdam,NL,9313.89
Caracas,VE,Bogota,CO,1016.04
Paso Robles,US,Los Angeles,US,267.8
Salt Lake City,US,Seattle,US,1124.46
Lancefield,AU,Sydney,AU,697.34
Kandos,AU,Melbourne,AU,713.75
Laceyville,US,Newark,US,195.73
Miami,US,Frankfurt,DE,7778.24
Los Angeles,US,Prague,CZ,9589.96
Avellaneda,AR,Buenos Aires (Ezeiza),AR,8.17
Childers,AU,Sydney,AU,961.02
Denver,US,Paris,FR,7873.18
San Salvador,SV,Mexico City,MX,1235.79
Minneapolis,US,Milan,IT,7429.33
Calgary,CA,Spokane,US,448.62
Santo Domingo,DO,London,GB,7024.84
Yenagoa,NG,Seoul,KR,12304.63
Monrovia,LR,Lisbon,PT,3592.37
Chesney Vale,AU,Sydney (Mascot),AU,547.3
St. John's,CA,Montreal,CA,1604.19
Ashburn,US,Miami,US,1490.88
Oslo,NO,Dublin,IE,1267.91
Winnipeg,CA,Vancouver,CA,1869.33
Lagos,NG,Johannesburg,ZA,4489.04
Sturgeon Bay,US,Chicago,US,332.68
Newman,AU,Melbourne,AU,2887.56
Mbabane,SZ,Cape Town,ZA,1485.11
Santiago,CL,Florianopolis,BR,2212.67
Milan,IT,Madrid,ES,1190.53
Paris,FR,Marseille,FR,660.52
Tempe,US,Chicago,US,2326.6
Maputo,MZ,Tokyo,JP,13126.59
Buenos Aires,AR,Amsterdam,NL,11420.58
Manila,PH,Omaha,US,12747.51
High Range,AU,Melbourne,AU,613.3
Salt Lake City,US,Paris,FR,8175.24
Paris,FR,Perth,AU,14269.37
Phoenix,US,Las Vegas,US,413.98
Los Angeles,US,Amsterdam,NL,8962.26
Nicosia,CY,Tel Aviv,IL,366.77
Cobourg,CA,Newark,US,487.76
Nairobi,KE,Zurich,CH,6052.29
Accra,GH,Dublin,IE,5328.89
Montreal,CA,Winnipeg,CA,1827.38
Berlin,DE,Columbus,US,6995.05
Los Angeles,US,Madrid,ES,9389.23
Nairobi,KE,Sofia,BG,5056.1
Praia,CV,Madrid,ES,3417.58
Toronto,CA,Seattle,US,3330.46
Manila,PH,Hong Kong,HK,1112.93
Hendersonville,US,Jacksonville,US,805.51
Accra,GH,Doha,QA,5922.42
Chicago,US,Paris,FR,6675.43
West Decatur,US,New York,US,1334.82
Majuro,MH,Honolulu,US,3664.87
Lagos,NG,Miami,US,9065.92
Sydney,AU,Perth,AU,3296.56
Groton,US,New York,US,290.16
Calgary,CA,Tokyo,JP,8010.14
Mexico City,MX,San Francisco Bay Area,US,3035.82
Tokyo,JP,Narita,JP,52.41
Kirkfield,CA,Toronto,CA,1522.32
Nicosia,CY,London,GB,3222.59
Juba,SS,Nairobi,KE,892.56
Zagreb,HR,Belgrade,RS,368.21
Dallas,US,Dallas,US,0.0
Coorabie,AU,Sydney,AU,1798.53
Atlanta,US,Los Angeles,US,3127.48
Coari,BR,Sao Paulo,BR,2790.43
Nairobi,KE,Nairobi,KE,0.0
Ramos Mejía,AR,Buenos Aires (Ezeiza),AR,11.87
Copenhagen,DK,Brussels,BE,766.8
Lula,US,Lorain,US,793.62
Bridgetown,BB,Bogota,CO,1839.61
Rome,US,Atlanta,US,90.01
Los Angeles,US,Miami,US,3777.78
Seattle,US,San Francisco Bay Area,US,1095.93
Madrid,ES,Charleston,US,6662.29
Berlin,DE,Cape Town,ZA,9589.02
Berlin,DE,Hamburg,DE,255.53
Prague,CZ,Berlin,DE,279.75
Calgary,CA,Moncton,CA,3607.83
Warsaw,PL,Sofia,BG,1073.85
Bogotá,CO,Brussels,BE,8797.01
Trent Lakes,CA,Toronto,CA,127.36
London,GB,Tokyo,JP,9584.68
Maroon,AU,Sydney,AU,645.06
Perth,AU,Seattle,US,14874.45
Salt Lake City,US,Portland,US,1018.32
Jakarta,ID,Jakarta,ID,0.0
Sofia,BG,Podgorica,ME,334.45
Rochester,US,Toronto,CA,155.84
Bundaberg,AU,Sydney,AU,1003.85
Madrid,ES,Hamburg,DE,1787.31
Lisbon,PT,London,GB,1585.99
Lima,PE,New York,US,5849.16
Queenscliff,AU,Melbourne,AU,725.44
Auckland,NZ,Brussels,BE,18274.79
Montevideo,UY,Buenos Aires (Ezeiza),AR,208.83
London,GB,Perth,AU,14469.9
Mbabane,SZ,Berlin,DE,8902.08
Wilberforce,AU,Sydney (Mascot),AU,48.72
Maddingley,AU,Sydney (Mascot),AU,746.07
Sofia,BG,Doha,QA,3218.08
Phoenix,US,Phoenix,US,0.0
Thrumster,AU,Sydney,AU,307.94
Berlin,DE,Maputo,MZ,8886.82
Punxsutawney,US,New York,US,426.56
Norwood,CA,Newark,US,3251.66
Kuala Lumpur,MY,Manila,PH,2465.22
Antananarivo,MG,Miami,US,14627.46
Saint-Pierre,PM,Moncton,CA,664.09
South Bowenfels,AU,Sydney,AU,107.49
Cleveland,US,Dulles,US,455.62
Atlanta,US,Mumbai,IN,13683.86
North Adams,US,Montreal,CA,315.86
Picton,AU,Melbourne,AU,2686.8
Port-Vila,VU,Sydney (Mascot),AU,2470.26
Orsay,FR,Marseille,FR,649.02
Calgary,CA,Paris,FR,7396.92
Salt Lake City,US,London,GB,7844.94
Madrid,ES,Stavanger,NO,2167.88
Amsterdam,NL,Stockholm,SE,1127.29
Kyiv,UA,Sofia,BG,1022.32
Vancouver,CA,London,GB,7603.63
Chicago,US,Salt Lake City,US,2026.97
Towanda,US,New York,US,1265.43
Yangon,MM,Chennai,IN,1757.04
Chicago,US,Singapore,SG,15089.7
Dallas,US,Columbus,US,1468.97
Rome,IT,Sofia,BG,897.68
Vancouver,CA,Omaha,US,2285.42
Kasama,ZM,Johannesburg,ZA,1800.7
Denver,US,Charleston,US,2357.17
Lagos,NG,Dublin,IE,5273.0
Springdale,US,Seattle,US,2638.64
San Salvador,SV,Miami,US,1634.43
Ashburn,US,New York,US,355.39
Doha,QA,Berlin,DE,4393.08
Miami,US,Miami,US,0.0
Baku,AZ,Tel Aviv,IL,1632.19
Antananarivo,MG,Nairobi,KE,2272.85
Round Top,US,New York,US,2371.0
Dallas,US,Las Vegas,US,1738.05
Toronto,CA,Doha,QA,10874.11
Sayre,US,New York,US,2327.48
Ashburn,US,Brussels,BE,6251.95
Auckland,NZ,Perth,AU,5358.06
Minneapolis,US,Miami,US,2429.18
Shickshinny,US,New York,US,194.24
Keene,US,Newark,US,291.98
Fort-de-France,MQ,Bogota,CO,1796.69
Ridgewood,US,Newark,US,29.05
Lagos,NG,Manila,PH,12763.28
Rome,IT,Las Vegas,US,9857.73
Kyiv,UA,Warsaw,PL,691.2
Bastrop,US,Dallas-Fort Worth,US,310.3
New York,US,Berlin,DE,6398.91
Lisbon,PT,Dublin,IE,1641.78
Lignum,US,Dulles,US,69.31
Pedra Azul,BR,Sao Paulo,BR,1004.92
Tbilisi,GE,Buenos Aires,AR,13466.46
Miami,US,Calgary,CA,4011.79
Salt Lake City,US,Miami,US,3363.62
Toronto,CA,Charleston,US,1213.8
Vancouver,CA,Marseille,FR,8592.3
Dallas,US,Toronto,CA,1940.79
Nairobi,KE,Brussels,BE,6544.61
Dallas,US,Denver,US,1061.47
Bandele,YT,Maputo,MZ,1957.58
New Bethlehem,US,Montreal,CA,685.38
Peterborough,CA,Montreal,CA,398.77
Winnipeg,CA,Madrid,ES,6935.2
Tempe,US,Columbus,US,2675.41
Minneapolis,US,Portland,US,2294.54
San Jose,US,Chicago,US,2958.26
Apen,DE,Hamburg,DE,150.25
Antananarivo,MG,Zurich,CH,8311.29
Bryceville,US,Miami,US,537.39
Sanaa,YE,Nairobi,KE,2011.57
Manila,PH,Doha,QA,7291.83
Beaver Dam,US,Dulles,US,1076.48
Fortaleza,BR,Sao Paulo,BR,2360.28
Dallas,US,Portland,US,2628.56
Leongatha,AU,Melbourne,AU,113.23
Southwold,CA,Toronto,CA,194.03
Hume,US,Dulles,US,902.21
Perth,AU,Omaha,US,17006.76
Tokyo,JP,Osaka,JP,402.17
Guatemala City,GT,Guatemala City,GT,0.0
Manchester,US,Chicago,US,1340.9
Auckland,NZ,Sydney,AU,2161.58
Dallas,US,Dublin,IE,7191.27
Valletta,MT,Stavanger,NO,2643.97
Nairobi,KE,Paris,FR,6469.06
Harare,ZW,Omaha,US,14381.87
Rome,IT,Mumbai,IN,6183.19
Amsterdam,NL,Amsterdam,NL,0.0
Paris,FR,Sofia,BG,1761.34
Vancouver,CA,Stockholm,SE,7463.67
Marechal Thaumaturgo Municipality,BR,Sao Paulo,BR,3219.63
Nassau,BS,London,GB,7002.09
Cameron Park,US,San Francisco Bay Area,US,162.34
Auckland,NZ,Monterrey,MX,11254.99
Miami,US,Bogota,CO,2422.15
Liberty,US,Atlanta,US,1081.28
Atlanta,US,Frankfurt,DE,7420.18
Toronto,CA,Madrid,ES,6046.75
Miami,US,Sydney,AU,15029.17
Port Perry,CA,Montreal,CA,452.78
Lilongwe,MW,Berlin,DE,7622.35
Abakaliki,NG,Zurich,CH,4549.65
Majuro,MH,Dallas,US,9763.41
Kenora,CA,Minneapolis,US,541.82
Port-au-Prince,HT,Columbus,US,2587.57
Perth,AU,Frankfurt,DE,13835.9
Amsterdam,NL,London,GB,358.4
New York,US,Hamburg,DE,6143.54
London,GB,Milan,IT,960.63
Flowery Branch,US,Atlanta,US,65.23
Doha,QA,Omaha,US,11917.01
Bloomsburg,US,New York,US,216.17
Vancouver,CA,Milan,IT,8540.31
New York City,US,Newark,US,14.13
Cowansville,US,Columbus,US,305.08
Doha,QA,Mumbai,IN,2302.87
Ashburn,US,Stavanger,NO,6026.41
Tempe,US,Los Angeles,US,605.19
Toronto,CA,Hong Kong,HK,12562.25
São Paulo,BR,Dallas,US,8197.75
Berlin,DE,Johannesburg,ZA,8836.45
Doha,QA,Jakarta,ID,6917.69
Yenagoa,NG,Dublin,IE,5489.16
Milton,US,New York,US,1171.47
Regina,CA,Omaha,US,1216.84
Athens,GR,Berlin,DE,1803.1
Amsterdam,NL,Dublin,IE,758.26
Berlin,DE,Warsaw,PL,518.76
Valletta,MT,Athens,GR,852.51
Sofia,BG,Berlin,DE,1319.64
Calgary,CA,Charleston,US,3429.23
Gaborone,BW,Maputo,MZ,685.77
Sofia,BG,Brussels,BE,1701.16
Yaren District,NR,Sydney,AU,4036.69
Manila,PH,Chicago,US,13102.3
Denver,US,Las Vegas,US,992.26
Suva,FJ,Wellington,NZ,2590.53
Dallas,US,Paris,FR,7949.17
Berlin,DE,Seoul,KR,8148.1
Ashburn,US,Toronto,CA,547.13
San Jose,US,Columbus,US,3369.67
Tabatinga,BR,Sao Paulo,BR,3292.08
Little Meadows,US,New York,US,234.11
Lagos,NG,Maputo,MZ,4772.88
Paris,FR,Frankfurt,DE,479.23
Glen Iris,AU,Melbourne,AU,10.06
Piermont,US,New York,US,394.37
Warsaw,PL,Berlin,DE,518.76
Harare,ZW,Nairobi,KE,1935.42
Stone Mountain,US,Charlestown,US,1489.26
Perth,AU,Singapore,SG,3894.37
Perth,AU,Dallas,US,16967.78
Minden,CA,Toronto,CA,141.33
Lilongwe,MW,Paris,FR,7617.74
Chicago,US,Dublin,IE,5912.66
Haliburton,CA,Toronto,CA,1222.78
Miami,US,Dallas,US,1783.56
Bootawa,AU,Sydney (Mascot),AU,240.69
Mexico City,MX,Bogota,CO,3169.45
East Baldwin,US,Newark,US,450.02
Manila,PH,Paris,FR,10757.83
Zurich,CH,Zurich,CH,0.0
Bogotá,CO,Florianopolis,BR,4500.35
Billings,US,Seattle,US,1071.17
Warkworth,CA,Toronto,CA,129.77
Brasileia,BR,Sao Paulo,BR,2724.01
Mount Brydges,CA,Toronto,CA,195.38
Dallas,US,Stockholm,SE,8179.84
Atlanta,US,Seattle,US,3508.31
Sofia,BG,Warsaw,PL,1073.85
Mexico City,MX,Warsaw,PL,10196.07
Chicago,US,Prague,CZ,7326.85
Mexico City,MX,New York,US,3361.87
Milan,IT,Podgorica,ME,874.83
Danville,US,Chicago,US,2948.92
Franklin,US,Atlanta,US,326.55
Los Angeles,US,Paris,FR,9110.06
Warrah Ridge,AU,Melbourne,AU,860.39
Sydney,AU,Frankfurt,DE,16477.89
Lagos,NG,Chicago,US,9625.13
Fort-de-France,MQ,Marseille,FR,7008.2
São Paulo,BR,Dublin,IE,9366.55
Queanbeyan,AU,Sydney,AU,244.34
Rome,IT,Turin,IT,525.65
Pilar,AR,Buenos Aires (Ezeiza),AR,47.68
Tatamagouche,CA,Toronto,CA,1290.67
Salt Lake City,US,San Francisco Bay Area,US,965.43
Bogotá,CO,New York,US,3992.1
Copenhagen,DK,Hamburg,DE,289.15
Roscoe,US,Newark,US,1249.99
Dallas,US,Jakarta,ID,16187.1
Accra,GH,Denver,US,10860.48
Quito,EC,Quito,EC,0.0
Minneapolis,US,New York,US,1646.58
Antananarivo,MG,Amsterdam,NL,8907.13
Paisley,CA,Toronto,CA,2709.2
Tegucigalpa,HN,Miami,US,1484.88
Fredericton,CA,Moncton,CA,146.07
Atlanta,US,Washington,US,875.59
Clanton,US,Atlanta,US,228.91
Sofia,BG,Miami,US,9129.37
Chicago,US,Sydney,AU,14866.46
Copenhagen,DK,Singapore,SG,9966.62
Victoria,CA,Montreal,CA,3736.62
Atlanta,US,Milan,IT,7683.02
Bogotá,CO,Bogota,CO,6.51
Basse-Terre,GP,Frankfurt,DE,7262.41
Madrid,ES,Milan,IT,1190.53
Tbilisi,GE,Sofia,BG,1771.53
Doha,QA,New York,US,10788.71
Dedham,US,New York,US,287.01
Chicago,US,Berlin,DE,7109.79
Rome,IT,Zurich,CH,684.49
Phoenix,US,Dallas,US,1430.28
Milan,IT,Frankfurt,DE,517.71
Salt Lake City,US,Las Vegas,US,582.16
Guatemala City,GT,Mexico City,MX,1059.56
Kigali,RW,Lagos,NG,3107.02
Lagos,NG,Amsterdam,NL,5092.92
Vancouver,CA,Miami,US,4510.02
Minneapolis,US,Seattle,US,2244.93
Schuylkill Haven,US,New York,US,190.07
Salt Lake City,US,Stockholm,SE,7998.33
Robbinsville,US,Jacksonville,US,1271.43
New York,US,Brussels,BE,5900.73
Minneapolis,US,Columbus,US,1009.04
Stirling,CA,Newark,US,3132.92
Danville,US,Washington,US,3890.6
Sanaa,YE,Hamburg,DE,5180.67
Yenagoa,NG,Amsterdam,NL,5261.57
Chicago,US,Moncton,CA,1891.99
Benjamin Constant,BR,Sao Paulo,BR,3288.92
Los Angeles,US,Los Angeles,US,0.0
Winnipeg,CA,Dublin,IE,5865.5
Mexico City,MX,Montreal,CA,3726.87
San Salvador,SV,Dallas,US,2250.47
Calgary,CA,Dublin,IE,6624.97
Sofia,BG,Bogota,CO,10260.84
Mariehamn,AX,Stockholm,SE,136.91
Sydney Olympic Park,AU,Sydney (Mascot),AU,12.87
Sackville Reach,AU,Sydney (Mascot),AU,51.48
Springton,CA,Newark,US,1066.87
Yass,AU,Dublin,IE,17179.7
Abakaliki,NG,Stavanger,NO,5843.5
Prague,CZ,Brussels,BE,719.28
Central Coast,AU,Sydney (Mascot),AU,63.11
Rockdale,AU,Sydney,AU,11.17
Kuala Lumpur,MY,Jakarta,ID,1180.08
Mount Marshall,AU,Sydney (Mascot),AU,3157.11
Yandaran,AU,Sydney (Mascot),AU,1019.65
Sanaa,YE,Prague,CZ,4695.04
Goulburn,AU,Sydney,AU,168.13
Benayeo,AU,Melbourne,AU,367.38
Gormandale,AU,Sydney,AU,637.4
Manila,PH,Columbus,US,13475.57
Marigot,MF,Bogota,CO,1901.22
Los Angeles,US,Doha,QA,13345.08
New York,US,Milan,IT,6476.77
Paris,FR,Helsinki,FI,1912.95
Tbilisi,GE,Amsterdam,NL,3205.39
Salt Lake City,US,Calgary,CA,1153.6
Perth,AU,Miami,US,18317.26
Salt Lake City,US,Washington,US,2975.9
Logan Village,AU,Sydney (Mascot),AU,700.38
São Paulo,BR,Bogota,CO,4318.72
Noojee,AU,Sydney,AU,647.31
São Paulo,BR,Florianopolis,BR,487.59
Montreal,CA,Moncton,CA,686.27
Port Perry,CA,New York,US,559.4
Bogotá,CO,London,GB,8496.59
Apen,DE,Zurich,CH,652.46
Sofia,BG,Milan,IT,1171.2
Springdale,US,Vancouver,CA,2753.64
Bogotá,CO,Sao Paulo,BR,4314.81
Yangon,MM,Singapore,SG,1907.55
Nome,US,Vancouver,CA,3002.27
Seattle,US,Tokyo,JP,7711.27
Fredericton,CA,Toronto,CA,1034.91
Nassau,BS,Miami,US,299.16
Benton,US,Columbus,US,1039.65
Seattle,US,London,GB,7721.06
Fenelon Falls,CA,Montreal,CA,421.82
Woodend,AU,Melbourne,AU,63.62
Santo Domingo,DO,New Delhi,IN,13715.01
Paris Creek,AU,Sydney (Mascot),AU,1147.56
Palikir - National Government Center,FM,Tokyo,JP,3698.26
Manila,PH,Brussels,BE,10521.3
West Island,CC,Jakarta,ID,1283.86
Kuala Lumpur,MY,Tokyo,JP,5316.53
Cavan,CA,Newark,US,523.18
Porto-Novo,BJ,Tunis,TN,3443.87
